"","NA","NA","Cor","Pval","Qval","name"
"77","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Gallimonas",0.0644097000890403,0.13864398804395,0.178256556056507,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Gallimonas"
"78","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerotignum",0.145963452193776,0.000750414346226531,0.00123455263411462,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerotignum"
"79","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9636",0.312046390543292,1.96386087644522e-13,4.7693764142241e-13,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9636"
"80","tyr.PPM.","k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9424",0.113812604997479,0.00872865595878624,0.0132226174425178,"tyr.PPM._with_k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9424"
"81","tyr.PPM.","k__Bacteria|p__Firmicutes|c__CFGB15209|o__OFGB15209|f__FGB15209|g__GGB9293",0.149937170939624,0.000533672880506386,0.000897274183708539,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__CFGB15209|o__OFGB15209|f__FGB15209|g__GGB9293"
"82","tyr.PPM.","k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070|f__FGB3070|g__GGB9775",0.0765163569652573,0.0784144890492526,0.10254202414133,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070|f__FGB3070|g__GGB9775"
"83","tyr.PPM.","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia",0.614072267339687,3.02065475586022e-56,4.62160177646613e-54,"tyr.PPM._with_k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia"
"84","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9719",0.206764359958036,1.5802692317555e-06,3.35807211748043e-06,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9719"
"85","tyr.PPM.","k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249|f__FGB1249|g__GGB3033",0.0442047255427181,0.309742254434714,0.356320037056476,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249|f__FGB1249|g__GGB3033"
"86","tyr.PPM.","k__Bacteria|p__Firmicutes|c__CFGB2960|o__OFGB2960|f__FGB2960|g__GGB9303",0.0244183781827739,0.574859133357231,0.606575499335562,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__CFGB2960|o__OFGB2960|f__FGB2960|g__GGB9303"
"87","tyr.PPM.","k__Bacteria|p__Firmicutes|c__CFGB76783|o__OFGB76783|f__FGB76783|g__GGB9695",0.0289980505762627,0.505315772418471,0.544459951972014,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__CFGB76783|o__OFGB76783|f__FGB76783|g__GGB9695"
"88","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9621",0.0883361603599251,0.042070212735523,0.0564626539345178,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9621"
"89","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Agathobaculum",0.404180061071769,3.01808011576922e-22,1.00383969067976e-21,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Agathobaculum"
"90","tyr.PPM.","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium",0.0545066894187913,0.210275970062541,0.259453414673941,"tyr.PPM._with_k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium"
"91","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pararuminococcus",0.110061057467964,0.0112280393909517,0.0166785439496661,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pararuminococcus"
"92","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9453",0.0522737419080439,0.229591401192564,0.276594365216239,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9453"
"93","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3619",0.452785679166614,3.76860336906988e-28,1.6474180441934e-27,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3619"
"94","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__GGB9501",0.145359986748616,0.000789699555113532,0.00128536204183373,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__GGB9501"
"95","tyr.PPM.","k__Bacteria|p__Proteobacteria|c__CFGB3069|o__OFGB3069|f__FGB3069|g__GGB9770",0.458416798311271,6.73746088457454e-29,3.12373186466638e-28,"tyr.PPM._with_k__Bacteria|p__Proteobacteria|c__CFGB3069|o__OFGB3069|f__FGB3069|g__GGB9770"
"96","tyr.PPM.","k__Bacteria|p__Firmicutes|c__CFGB2918|o__OFGB2918|f__FGB2918|g__GGB9240",0.0423015796006399,0.331054880500156,0.37087118636857,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__CFGB2918|o__OFGB2918|f__FGB2918|g__GGB9240"
"97","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Metalachnospira",0.0744741911646311,0.086739066337843,0.112466755505847,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Metalachnospira"
"98","tyr.PPM.","k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB9818",0.187484035354231,1.39530101285414e-05,2.60342749959371e-05,"tyr.PPM._with_k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB9818"
"99","tyr.PPM.","k__Bacteria|p__Firmicutes|c__CFGB1226|o__OFGB1226|f__FGB1226|g__GGB2998",0.195930469540964,5.51640194129154e-06,1.11053881186527e-05,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__CFGB1226|o__OFGB1226|f__FGB1226|g__GGB2998"
"100","tyr.PPM.","k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6001",0.100803799772688,0.0202807216590695,0.0292731171116758,"tyr.PPM._with_k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6001"
"101","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Monoglobus",0.219071571626776,3.51515397070897e-07,7.57490926082355e-07,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Monoglobus"
"102","tyr.PPM.","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1689",0.0953003327298557,0.0282502612803206,0.0389395493323338,"tyr.PPM._with_k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1689"
"103","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Solibaculum",0.0281066513922555,0.518497290260511,0.55475584202698,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Solibaculum"
"104","tyr.PPM.","k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia",0.440950427813754,1.26744001953795e-26,4.62004751311519e-26,"tyr.PPM._with_k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia"
"105","tyr.PPM.","k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__GGB9309",-0.00714457937789218,0.869656896212409,0.881175530599329,"tyr.PPM._with_k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__GGB9309"
"106","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9619",0.0465891695443131,0.284343806819375,0.33465078802588,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9619"
"107","tyr.PPM.","k__Bacteria|p__Bacteria_unclassified|c__CFGB76763|o__OFGB76763|f__FGB76763|g__GGB79973",0.36268789400123,6.38637151650865e-18,1.74484793218897e-17,"tyr.PPM._with_k__Bacteria|p__Bacteria_unclassified|c__CFGB76763|o__OFGB76763|f__FGB76763|g__GGB79973"
"108","tyr.PPM.","k__Bacteria|p__Firmicutes|c__CFGB76533|o__OFGB76533|f__FGB76533|g__GGB9109",0.0429045025799462,0.324202929990235,0.367429987322266,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__CFGB76533|o__OFGB76533|f__FGB76533|g__GGB9109"
"109","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3475",0.0146251748570643,0.736931332253489,0.761827661045836,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3475"
"110","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania",0.183332551797884,2.16929566235569e-05,3.90473219224024e-05,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania"
"111","tyr.PPM.","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter",0.0997742296574338,0.0216024092830314,0.0306034131509612,"tyr.PPM._with_k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter"
"112","tyr.PPM.","k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048|g__GGB9559",0.116012509767512,0.00750563698984136,0.0114836245944573,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048|g__GGB9559"
"113","tyr.PPM.","k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis",0.158642762609813,0.000245552601288424,0.000431833885024469,"tyr.PPM._with_k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis"
"114","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor",0.0489456593064272,0.260662143797399,0.309157426364357,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor"
"115","tyr.PPM.","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB79652",0.0443386524234582,0.308277275568657,0.356320037056476,"tyr.PPM._with_k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB79652"
"116","tyr.PPM.","k__Bacteria|p__Firmicutes|c__CFGB24517|o__OFGB24517|f__FGB24517|g__GGB45620",0.0629728072975498,0.147684977235057,0.186742161297221,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__CFGB24517|o__OFGB24517|f__FGB24517|g__GGB45620"
"117","tyr.PPM.","k__Bacteria|p__Firmicutes|c__CFGB10021|o__OFGB10021|f__FGB10021|g__GGB71580",0.0239039595119452,0.582943945119848,0.610893312351622,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__CFGB10021|o__OFGB10021|f__FGB10021|g__GGB71580"
"118","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus",0.546625070715215,1.26840519681141e-42,2.77237135874493e-41,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"119","tyr.PPM.","k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia",0.355168086981311,3.34625205589628e-17,8.82718214745054e-17,"tyr.PPM._with_k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia"
"120","tyr.PPM.","k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642|g__GGB9765",0.307472498924583,4.55679284590162e-13,1.08935828972336e-12,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642|g__GGB9765"
"121","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Fusicatenibacter",0.515722889290641,2.36700206303369e-37,2.58679511174397e-36,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Fusicatenibacter"
"122","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Avimonas",0.0519578921735329,0.232422034163391,0.277816962710929,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Avimonas"
"123","tyr.PPM.","k__Bacteria|p__Firmicutes|c__CFGB76370|o__OFGB76370|f__FGB76370|g__GGB9092",0.0267002733458306,0.539648575407157,0.573376611370104,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__CFGB76370|o__OFGB76370|f__FGB76370|g__GGB9092"
"124","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas",0.10720187466121,0.0135390961197043,0.0199180933299495,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas"
"125","tyr.PPM.","k__Bacteria|p__Firmicutes|c__CFGB76102|o__OFGB76102|f__FGB76102|g__GGB3548",0.0208115778719107,0.632622407859555,0.658443730629333,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__CFGB76102|o__OFGB76102|f__FGB76102|g__GGB3548"
"126","tyr.PPM.","k__Bacteria|p__Firmicutes|c__CFGB1814|o__OFGB1814|f__FGB1814|g__GGB4802",0.0430771224836433,0.32225826225435,0.367429987322266,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__CFGB1814|o__OFGB1814|f__FGB1814|g__GGB4802"
"127","tyr.PPM.","k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2106|o__OFGB2106|f__FGB2106|g__GGB5980",0.0607630673448065,0.162455975987901,0.203735773165154,"tyr.PPM._with_k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2106|o__OFGB2106|f__FGB2106|g__GGB5980"
"128","tyr.PPM.","k__Bacteria|p__Actinobacteria|c__CFGB2987|o__OFGB2987|f__FGB2987|g__GGB9359",0.204394787586252,2.0892806152081e-06,4.31972883955188e-06,"tyr.PPM._with_k__Bacteria|p__Actinobacteria|c__CFGB2987|o__OFGB2987|f__FGB2987|g__GGB9359"
"129","tyr.PPM.","k__Bacteria|p__Firmicutes|c__CFGB10477|o__OFGB10477|f__FGB10477|g__GGB9345",0.574098982304772,8.58476803258772e-48,4.37823169661974e-46,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__CFGB10477|o__OFGB10477|f__FGB10477|g__GGB9345"
"130","tyr.PPM.","k__Bacteria|p__Firmicutes|c__CFGB1126|o__OFGB1126|f__FGB1126|g__GGB2848",0.0529196545422652,0.223879101601165,0.271853194801415,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__CFGB1126|o__OFGB1126|f__FGB1126|g__GGB2848"
"131","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified",0.496834044313467,2.18451348614713e-34,1.59157411133576e-33,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified"
"132","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Protoclostridium",0.0422114376838428,0.332087271454209,0.37087118636857,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Protoclostridium"
"133","tyr.PPM.","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter",0.122714525591715,0.00466747301387142,0.00728697317471762,"tyr.PPM._with_k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter"
"134","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9642",0.185061131636507,1.80730793846735e-05,3.33154354922294e-05,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9642"
"135","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium",0.194202585975541,6.69168597685425e-06,1.31259994161372e-05,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium"
"136","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenellaceae_unclassified",0.10099016816085,0.020049148090955,0.0292144729325344,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenellaceae_unclassified"
"137","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9640",0.170567752041778,7.9318771793011e-05,0.000141113628887566,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9640"
"138","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerosacchariphilus",0.117665036988144,0.00669021917402592,0.0103394296325855,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerosacchariphilus"
"139","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster",0.483511257009739,2.09998358228604e-32,1.23575956957602e-31,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster"
"140","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB9062",0.0909138922933648,0.0364038186927344,0.0492901261945873,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB9062"
"141","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hydrogenoanaerobacterium",0.189092537732949,1.1729425515567e-05,2.21555815294044e-05,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hydrogenoanaerobacterium"
"142","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__GGB79734",0.53979359201961,2.06930226648955e-41,3.51781385303223e-40,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__GGB79734"
"143","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pseudoscilispira",0.0337149244026072,0.438597647829332,0.482772950488401,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pseudoscilispira"
"144","tyr.PPM.","k__Bacteria|p__Firmicutes|c__CFGB1211|o__OFGB1211|f__FGB1211|g__GGB2970",0.130130964127561,0.00268618758928803,0.00432617580169545,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__CFGB1211|o__OFGB1211|f__FGB1211|g__GGB2970"
"145","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9608",0.299515014162837,1.90371732776965e-12,4.41316289619327e-12,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9608"
"146","tyr.PPM.","k__Bacteria|p__Firmicutes|c__CFGB76388|o__OFGB76388|f__FGB76388|g__GGB9186",0.0558757154787849,0.199029335486869,0.24757307584952,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__CFGB76388|o__OFGB76388|f__FGB76388|g__GGB9186"
"147","tyr.PPM.","k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified",0.0442473931252472,0.309275031906452,0.356320037056476,"tyr.PPM._with_k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified"
"148","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9611",0.12814489023921,0.00312319997623305,0.00497759996212142,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9611"
"149","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Metaruminococcus",0.0299323134666412,0.491691669642419,0.533537769186455,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Metaruminococcus"
"150","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus",0.527593301104217,2.59119639463236e-39,3.60411862162501e-38,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus"
"151","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9646",0.0857638664990952,0.0484491025534976,0.0639026956093546,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9646"
"152","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9545",0.100063528944235,0.0212236795195988,0.0303478781915758,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9545"
"153","tyr.PPM.","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Massilioclostridium",0.0312054702924998,0.473446733857212,0.517409644858239,"tyr.PPM._with_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Massilioclostridium"
